orpha_code;orpha_concept_id;snomed_code;snomed_concept_id;snomed_domain_id;snomed_domain_concept_id;orpha_valid_start_date;orpha_valid_end_date;mapping_valid_start_date;mapping_valid_end_date
744;0;23150001;4047612;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
745;0;439274008;4206974;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
746;0;237999008;4031800;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
747;0;707443007;45768909;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
750;0;22567005;4331587;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
752;0;50658006;4174657;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
753;0;57514000;4212356;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
754;0;12313004;440359;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
755;0;56212008;4209291;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
756;0;43941006;4194851;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
757;0;15689008;4049157;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
758;0;252246005;4090976;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
759;0;237816004;4028940;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
760;0;60743005;4245623;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
761;0;191306005;4101602;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
763;0;89647000;4232315;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
764;0;65110003;75741;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
765;0;46683007;4262820;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
766;0;74703006;4254249;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
767;0;155441006;320749;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
768;0;442917000;40479232;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
769;0;33559001;4140808;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
770;0;14168008;377793;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
772;0;238062008;435813;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
773;0;25362006;4101333;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
774;0;21877004;313504;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
776;0;422437002;4173610;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
778;0;68618008;4288480;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
779;0;715401008;37399445;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
780;0;302847003;4116201;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
781;0;186788009;434567;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
782;0;417604002;4219413;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
783;0;45582004;4166857;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
785;0;724555000;37110335;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
786;0;819950002;37311726;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
790;0;370967009;4158977;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
791;0;28835009;4103381;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
792;0;86923008;4313156;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
793;0;60684003;4245526;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
794;0;83015004;4305814;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
796;0;23849003;4031489;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
797;0;31541009;438688;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
798;0;18899000;4077897;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
799;0;253159001;4099085;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
800;0;29145002;441280;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
801;0;89155008;134442;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
803;0;86044005;373182;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
805;0;7199000;380839;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
806;0;128098009;4027375;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
808;0;57917004;4240091;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
809;0;398049005;4134867;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
810;0;36188001;201780;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
811;0;89454001;4232178;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
812;0;723675006;37109814;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
813;0;15069006;4034695;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
816;0;111303009;4006297;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
817;0;724838009;37110558;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
818;0;43929004;4185410;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
819;0;401315004;4270025;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
820;0;716745004;37396805;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
821;0;75968004;4328336;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
822;0;55995005;24909;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
823;0;67531005;4283381;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
824;0;307651005;140064;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
826;0;42094007;434859;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
827;0;70099003;4289290;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
828;0;78675000;4302891;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
829;0;239920006;4344166;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
831;0;770408001;36674692;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
832;0;238004006;4031805;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
833;0;715980003;37399487;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
834;0;278991002;4150750;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
838;0;702575003;45765600;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
839;0;197601003;4058844;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
840;0;239121009;4346196;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
841;0;109433009;4033450;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
842;0;255107005;4114339;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
844;0;55475008;437892;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
845;0;111385000;4009170;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
846;0;68913001;4287844;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
847;0;715342005;37399441;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
848;0;65959000;4278669;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
849;0;32942005;4139942;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
851;0;441134009;4207877;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
853;0;240305000;4345345;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
854;0;17920008;199837;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
857;0;24750000;4090579;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
858;0;73893000;4251491;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
859;0;237934001;4029726;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
860;0;26146002;316226;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
861;0;82203000;4304838;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
863;0;88264003;200042;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
864;0;274899008;4172078;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
867;0;403825008;4295607;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
868;0;234405009;4125631;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
869;0;45414006;4163854;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
870;0;41040004;439125;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
871;0;283645003;4153404;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
873;0;725049005;37110721;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
874;0;715403006;37395826;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
875;0;716661006;37399545;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
876;0;404081005;4300688;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
877;0;255046005;434300;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
879;0;64612002;4275434;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
881;0;38804009;4307885;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
882;0;410056006;4261868;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
883;0;768937006;35625849;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
884;0;9527009;4316075;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
886;0;57838006;4240613;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
887;0;27742002;4100484;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
888;0;79261008;4195568;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
889;0;718217000;37397552;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
890;0;65617004;4277276;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
891;0;232063007;4336007;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
892;0;46659004;4263213;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
893;0;715215007;37399431;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
897;0;715952000;37396221;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
898;0;232064001;4339019;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
899;0;111504002;4009773;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
900;0;195353004;313223;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
901;0;238931006;4033929;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
902;0;51626007;4197821;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
903;0;128105004;434316;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
904;0;63247009;4268609;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
905;0;88518009;4229262;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
906;0;36070007;440982;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
908;0;613003;436803;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
909;0;63246000;4268608;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
910;0;44600005;4195318;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
911;0;716378008;37399524;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
912;0;88469006;4228533;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
913;0;53132006;4200399;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
915;0;14921002;4032940;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
916;0;718576001;36713652;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
920;0;718575002;36717654;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
921;0;718574003;36713651;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
922;0;763532008;35622173;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
926;0;267454002;4147488;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
927;0;57119000;4237926;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
929;0;718573009;36717050;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
930;0;715192004;37399429;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
931;0;177504007;4070565;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
932;0;2391001;4082503;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
935;0;789777007;37312099;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
939;0;237957007;4029730;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
941;0;237980004;4029103;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
943;0;361203007;4263088;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
945;0;203923004;4070052;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
946;0;268262006;439134;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
949;0;720418008;36714977;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
950;0;66758006;4281660;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
952;0;277807007;4174141;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
955;0;63122002;4270610;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
957;0;720457000;36715002;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
958;0;720414005;36714973;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
959;0;720415006;36714974;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
963;0;74107003;4253197;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
965;0;720456009;36715001;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
966;0;721837000;36716027;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
968;0;389167007;4305418;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
969;0;254090007;4111319;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
970;0;398148000;4162241;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
971;0;720458005;36715003;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
974;0;34748004;4147430;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
976;0;124274002;4050169;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
977;0;763311001;35622004;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
978;0;720464003;36715008;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
980;0;86252004;4311400;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
981;0;722004001;36716125;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
982;0;6996004;4289152;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
983;0;53599007;4201736;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
984;0;66489009;4279620;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
988;0;764857004;35622698;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
989;0;35031005;4148388;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
990;0;722283003;36716315;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
991;0;722132007;36716209;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
994;0;401138005;4269041;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
998;0;722285005;36716317;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
999;0;10170007;4007235;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
1000;0;722054007;36716152;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
1001;0;702357000;45765423;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
1003;0;726629006;37118033;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
1005;0;720979002;36717431;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
1006;0;783205005;37203833;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
1008;0;720980004;36715349;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
1010;0;719518004;36714336;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
1014;0;720981000;36715350;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
1018;0;726106004;37111374;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
1020;0;230265002;4043241;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
1021;0;720983002;36715352;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
1027;0;726735000;37111669;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
1028;0;715404000;37395827;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
1031;0;109477002;4033463;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
1035;0;784373007;37205086;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
1037;0;77016009;4297446;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
1040;0;254085009;4109973;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
1041;0;276508000;4173169;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
1046;0;719402008;36714258;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
1047;0;41841004;432282;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
1051;0;723504000;37118960;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
1052;0;700056005;44784139;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
1053;0;253194008;4099850;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
1054;0;54160000;4183844;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
1055;0;253544001;4100397;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
1059;0;254784002;4112843;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
1062;0;403775003;4300451;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
1063;0;254786000;4111946;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
1064;0;733116005;37116412;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
1065;0;253176002;4100702;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
1067;0;720987001;36715355;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
1068;0;720468000;36715012;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
1069;0;720467005;36715011;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
1070;0;442652006;40484496;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
1071;0;55821006;4184126;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
1072;0;783204009;37204527;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
1074;0;773770009;36674413;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
1077;0;14901003;433229;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
1078;0;733117001;37116413;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
1081;0;28574005;321109;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
1083;0;1003374009;600509;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
1084;0;715406003;37395829;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
1094;0;720494009;36715030;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
1101;0;720495005;36715031;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
1104;0;720496006;36715032;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
1106;0;703403003;45766282;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
1110;0;763615003;35622247;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
1112;0;733118006;37116414;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
1113;0;720498007;36715034;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
1114;0;35484002;4148874;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
1116;0;720500008;36717393;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
1117;0;720499004;36715035;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
1118;0;720952001;36715329;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
1120;0;721976003;36716111;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
1121;0;783137003;37204474;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
1122;0;733030003;37116353;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
1123;0;726621009;37111590;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
1125;0;405809000;4228625;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
1129;0;720501007;36715036;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
1130;0;720502000;36715037;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
1131;0;719813003;36714530;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
1133;0;237610008;4030064;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
1134;0;111317000;4009627;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
1135;0;720511000;36715045;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
1136;0;373587001;4160043;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
1138;0;68092007;4239048;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
1143;0;715316005;37395760;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
1144;0;720515009;36715049;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
1145;0;719836007;36714550;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
1146;0;715314008;37395759;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
1147;0;715216008;37395691;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
1149;0;702447002;45765496;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
1150;0;720514008;36715048;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
1154;0;715217004;37395692;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
1159;0;254065005;4109171;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
1160;0;52985009;4204072;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
1163;0;65553006;434281;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
1164;0;37981002;257583;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
1166;0;51409009;4201280;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
1168;0;715366004;37399443;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
1170;0;715369006;37395804;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
1171;0;720634003;36715138;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
1173;0;230240004;4047735;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
1174;0;715371006;37395805;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
1175;0;827172005;37311073;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
1177;0;230228004;4043902;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
1178;0;783203003;37204526;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
1179;0;763127004;35621867;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
1180;0;715984007;37399488;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
1182;0;763669001;35622281;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
1183;0;230350000;4043399;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
1184;0;773769008;36674412;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
1185;0;733033001;37116356;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
1186;0;724227000;37110133;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
1187;0;702441001;45765490;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
1188;0;720517001;36715050;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
1190;0;725141006;37110773;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
1192;0;720519003;36715051;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
1193;0;718577005;36713653;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
1194;0;718212006;37397548;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
1195;0;111571009;4009784;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
1198;0;37054000;4286282;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
1199;0;26179002;4095108;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
1200;0;720640005;36715142;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
1201;0;84296002;4222795;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
1202;0;64981002;4274945;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
1203;0;51118003;4196964;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
1205;0;23063005;4048042;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
1207;0;253591008;4109337;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
1208;0;253590009;4112085;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
1209;0;63042009;4269199;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
1214;0;718224004;37397558;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
1215;0;715374003;37399444;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
1216;0;763067000;35621811;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
1217;0;771238004;36675010;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
1221;0;26374003;4096456;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
1223;0;57725006;197206;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
1225;0;77608001;4300851;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
1226;0;722375007;36716385;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
1227;0;237614004;4129515;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
1228;0;733093004;37116395;Condition;19;1970-01-01;2099-12-31;1970-01-01;2099-12-31
